Contents of kernel32.dll: 536576 bytes

Exports table:

  Name:            KERNEL32.dll
  Characteristics: 00000000
  TimeDateStamp:   393F3C02 Thu Jun  8 01:24:02 2000
  Version:         0.00
  Ordinal base:    1
  # of functions:  881
  # of Names:      760
Addresses of functions: 00051EE8
Addresses of name ordinals: 0005388C
Addresses of names: 00052CAC

  Entry Pt  Ordn  Name
  000013D4     1 <by ordinal>
  000013D4     2 <by ordinal>
  000013D4     3 <by ordinal>
  000013D4     4 <by ordinal>
  000013D4     5 <by ordinal>
  000013D4     6 <by ordinal>
  000013D4     7 <by ordinal>
  000013D4     8 <by ordinal>
  000013D4     9 <by ordinal>
  000145A2    10 <by ordinal>
  00021C86    11 <by ordinal>
  00011A51    12 <by ordinal>
  0001FBBD    13 <by ordinal>
  00010D73    14 <by ordinal>
  0000C6D7    15 <by ordinal>
  0003BC39    16 <by ordinal>
  00001319    17 <by ordinal>
  0000E673    18 <by ordinal>
  0002FC43    19 <by ordinal>
  0002D556    20 <by ordinal>
  0002D5B4    21 <by ordinal>
  0002D58E    22 <by ordinal>
  00023043    23 <by ordinal>
  0002B68C    24 <by ordinal>
  0002B96A    25 <by ordinal>
  0002BA2A    26 <by ordinal>
  0002B57B    27 <by ordinal>
  0002B57F    28 <by ordinal>
  0002B583    29 <by ordinal>
  0002B587    30 <by ordinal>
  0002B9CB    31 <by ordinal>
  0002B6CE    32 <by ordinal>
  000048EE    33 <by ordinal>
  00029D11    34 <by ordinal>
  0002B98E    35 <by ordinal>
  0002B577    36 <by ordinal>
  0002B59E    37 <by ordinal>
  00001F74    38 <by ordinal>
  00001FAB    39 <by ordinal>
  000016A4    40 <by ordinal>
  0000157A    41 <by ordinal>
  000016A1    42 <by ordinal>
  0000155D    43 <by ordinal>
  0000169E    44 <by ordinal>
  00001414    45 <by ordinal>
  00001639    46 <by ordinal>
  0000169B    47 <by ordinal>
  000021C5    48 <by ordinal>
  000021EE    49 <by ordinal>
  00031C6B    50 AddAtomA
  000022D2    51 <by ordinal>
  0003CFA0    52 <by ordinal>
  0003CFD9    53 <by ordinal>
  00023E41    54 <by ordinal>
  00023E73    55 <by ordinal>
  000036F7    56 <by ordinal>
  0002FC76    57 <by ordinal>
  0002FCBF    58 <by ordinal>
  0002B3D4    59 <by ordinal>
  0002B405    60 <by ordinal>
  0002B952    61 <by ordinal>
  0002B3EE    62 <by ordinal>
  0002B423    63 <by ordinal>
  0002B44F    64 <by ordinal>
  0002B465    65 <by ordinal>
  0002BAE9    66 <by ordinal>
  0002BB30    67 <by ordinal>
  00002220    68 <by ordinal>
  0000227C    69 <by ordinal>
  0000376D    70 <by ordinal>
  000260E0    71 <by ordinal>
  00006A24    72 <by ordinal>
  00006A38    73 <by ordinal>
  0002F3E0    74 <by ordinal>
  0002F3EC    75 <by ordinal>
  0002F40C    76 <by ordinal>
  00006A44    77 <by ordinal>
  00006AD4    78 <by ordinal>
  0002F45C    79 <by ordinal>
  0002F484    80 <by ordinal>
  0002F4AC    81 <by ordinal>
  0002F4D8    82 <by ordinal>
  00006B2C    83 <by ordinal>
  0002F4EC    84 <by ordinal>
  0002F4F4    85 <by ordinal>
  00004279    86 <by ordinal>
  0002E64C    87 <by ordinal>
  0002E68C    88 <by ordinal>
  000025C8    89 <by ordinal>
  00002717    90 <by ordinal>
  0002BB06    91 <by ordinal>
  00021909    92 <by ordinal>
  0001EA17    93 <by ordinal>
  00043E97    94 <by ordinal>
  00043E71    95 <by ordinal>
  00043E74    96 <by ordinal>
  0000418C    97 <by ordinal>
  000041C5    98 <by ordinal>
  0001E6EC    99 <by ordinal>
  00022683   100 <by ordinal>
  0002D07E   101 <by ordinal>
  0002E8D0   102 <by ordinal>
  0002E937   103 <by ordinal>
  00001831   104 <by ordinal>
  000442C1   105 <by ordinal>
  00044156   106 <by ordinal>
  000440E8   107 <by ordinal>
  00044471   108 <by ordinal>
  000444EB   109 <by ordinal>
  000444BD   110 <by ordinal>
  00044497   111 <by ordinal>
